mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	Trill:trill
68	68	7/16	7/16	2/4	1	1	1/32		1/32	1	1176						
68	68	15/32	15/32	2/4	1	1	1/32		1/32	1	1177						
68	68	0	0	2/4	2	1	1/4		1/4	1	1178						
68	68	1/4	1/4	2/4	2	1	1/4		1/4	1	1179						
68	68	0	0	2/4	3	1	1/2		1/2	1	1180						
68	68	0	0	2/4	4	1	1/16		1/16	1	1181						
68	68	1/16	1/16	2/4	4	1	1/16		1/16	1	1182						
68	68	1/8	1/8	2/4	4	1	1/16		1/16	1	1183						
68	68	3/16	3/16	2/4	4	1	1/16		1/16	1	1184						
68	68	1/4	1/4	2/4	4	1	1/16		1/16	1	1185						
68	68	5/16	5/16	2/4	4	1	1/16		1/16	1	1186						
68	68	3/8	3/8	2/4	4	1	1/16		1/16	1	1187						
68	68	7/16	7/16	2/4	4	1	1/16		1/16	1	1188						
69	69	0	0	2/4	1	1	3/32		1/16	3/2	1189						
69	69	3/32	3/32	2/4	1	1	1/32		1/32	1	1190						
69	69	1/8	1/8	2/4	1	1	1/16		1/16	1	1191						
69	69	3/16	3/16	2/4	1	1	1/16		1/16	1	1192						
69	69	1/4	1/4	2/4	1	1	3/32		1/16	3/2	1193						
69	69	11/32	11/32	2/4	1	1	1/32		1/32	1	1194						
69	69	3/8	3/8	2/4	1	1	1/16		1/16	1	1195						
69	69	7/16	7/16	2/4	1	1	1/16		1/16	1	1196						
69	69	0	0	2/4	2	1	1/16		1/16	1	1197						
69	69	1/16	1/16	2/4	2	1	1/8		1/8	1	1198						
69	69	3/16	3/16	2/4	2	1	1/16		1/16	1	1199						
69	69	1/4	1/4	2/4	2	1	1/16		1/16	1	1200						
69	69	5/16	5/16	2/4	2	1	1/8		1/8	1	1201						
69	69	7/16	7/16	2/4	2	1	1/16		1/16	1	1202						
69	69	0	0	2/4	3	1	1/16		1/16	1	1203						
69	69	1/16	1/16	2/4	3	1	1/8		1/8	1	1204						
69	69	3/16	3/16	2/4	3	1	1/16		1/16	1	1205						
69	69	1/4	1/4	2/4	3	1	1/16		1/16	1	1206						
69	69	5/16	5/16	2/4	3	1	1/8		1/8	1	1207						
69	69	7/16	7/16	2/4	3	1	1/16		1/16	1	1208						
69	69	0	0	2/4	4	1	1/16		1/16	1	1209						
69	69	1/16	1/16	2/4	4	1	1/16		1/16	1	1210						
69	69	1/8	1/8	2/4	4	1	1/16		1/16	1	1211						
69	69	3/16	3/16	2/4	4	1	1/16		1/16	1	1212						
69	69	1/4	1/4	2/4	4	1	1/16		1/16	1	1213						
69	69	5/16	5/16	2/4	4	1	1/16		1/16	1	1214						
69	69	3/8	3/8	2/4	4	1	1/16		1/16	1	1215						
69	69	7/16	7/16	2/4	4	1	1/16		1/16	1	1216						
70	70	0	0	2/4	1	1	1/32		1/32	1	1217						
70	70	1/32	1/32	2/4	1	1	1/32		1/32	1	1218						
70	70	1/16	1/16	2/4	1	1	1/32		1/32	1	1219						
70	70	3/32	3/32	2/4	1	1	1/32		1/32	1	1220						
70	70	1/8	1/8	2/4	1	1	1/32		1/32	1	1221						
70	70	5/32	5/32	2/4	1	1	1/32		1/32	1	1222						
70	70	3/16	3/16	2/4	1	1	1/32		1/32	1	1223						
70	70	7/32	7/32	2/4	1	1	1/32		1/32	1	1224						
70	70	1/4	1/4	2/4	1	1	1/32		1/32	1	1225						
70	70	9/32	9/32	2/4	1	1	1/32		1/32	1	1226						
70	70	5/16	5/16	2/4	1	1	1/32		1/32	1	1227						
70	70	11/32	11/32	2/4	1	1	1/32		1/32	1	1228						
70	70	3/8	3/8	2/4	1	1	1/32		1/32	1	1229						
70	70	13/32	13/32	2/4	1	1	1/32		1/32	1	1230						
70	70	7/16	7/16	2/4	1	1	1/32		1/32	1	1231						
70	70	15/32	15/32	2/4	1	1	1/32		1/32	1	1232						
70	70	0	0	2/4	2	1	1/4		1/4	1	1233						
70	70	1/4	1/4	2/4	2	1	1/4		1/4	1	1234						
70	70	0	0	2/4	3	1	1/8		1/8	1	1235						
70	70	1/8	1/8	2/4	3	1	1/4		1/4	1	1236						
70	70	3/8	3/8	2/4	3	1	1/8		1/8	1	1237						
70	70	0	0	2/4	4	1	1/16		1/16	1	1238						
70	70	1/16	1/16	2/4	4	1	1/16		1/16	1	1239						
70	70	1/8	1/8	2/4	4	1	1/16		1/16	1	1240						
70	70	3/16	3/16	2/4	4	1	1/16		1/16	1	1241						
70	70	1/4	1/4	2/4	4	1	1/16		1/16	1	1242						
70	70	5/16	5/16	2/4	4	1	1/16		1/16	1	1243						
70	70	3/8	3/8	2/4	4	1	1/16		1/16	1	1244						
70	70	7/16	7/16	2/4	4	1	1/16		1/16	1	1245						
71	71	0	0	2/4	1	1	1/2		1/2	1	1246						
71	71	0	0	2/4	2	1	0					f					
71	71	0	0	2/4	2	1	0					f					
71	71	0	0	2/4	2	1	3/32		1/16	3/2	1247						
71	71	3/32	3/32	2/4	2	1	1/32		1/32	1	1248						
71	71	1/8	1/8	2/4	2	1	1/16		1/16	1	1249						
71	71	3/16	3/16	2/4	2	1	1/16		1/16	1	1250						
71	71	1/4	1/4	2/4	2	1	3/32		1/16	3/2	1251						
71	71	11/32	11/32	2/4	2	1	1/32		1/32	1	1252						
71	71	3/8	3/8	2/4	2	1	1/16		1/16	1	1253						
71	71	7/16	7/16	2/4	2	1	1/16		1/16	1	1254						
71	71	0	0	2/4	3	1	0					f					
71	71	0	0	2/4	3	1	3/32		1/16	3/2	1255						
71	71	3/32	3/32	2/4	3	1	1/32		1/32	1	1256						
71	71	1/8	1/8	2/4	3	1	1/16		1/16	1	1257						
71	71	3/16	3/16	2/4	3	1	1/16		1/16	1	1258						
71	71	1/4	1/4	2/4	3	1	3/32		1/16	3/2	1259						
71	71	11/32	11/32	2/4	3	1	1/32		1/32	1	1260						
71	71	3/8	3/8	2/4	3	1	1/16		1/16	1	1261						
71	71	7/16	7/16	2/4	3	1	1/16		1/16	1	1262						
71	71	0	0	2/4	4	1	0					f					
71	71	0	0	2/4	4	1	1/16		1/16	1	1263						
71	71	1/16	1/16	2/4	4	1	1/16		1/16	1	1264						
71	71	1/8	1/8	2/4	4	1	1/16		1/16	1	1265						
71	71	3/16	3/16	2/4	4	1	1/16		1/16	1	1266						
71	71	1/4	1/4	2/4	4	1	1/16		1/16	1	1267						
71	71	5/16	5/16	2/4	4	1	1/16		1/16	1	1268						
71	71	3/8	3/8	2/4	4	1	1/16		1/16	1	1269						
71	71	7/16	7/16	2/4	4	1	1/16		1/16	1	1270						
72	72	0	0	2/4	1	1	0					p					
72	72	0	0	2/4	1	1	1/8		1/8	1	1271						
72	72	1/8	1/8	2/4	1	1	1/8		1/8	1	1272						
72	72	1/4	1/4	2/4	1	1	1/8		1/8	1	1273						
72	72	3/8	3/8	2/4	1	1	1/8		1/8	1	1274						
72	72	0	0	2/4	2	1	0					p					
72	72	0	0	2/4	2	1	1/16		1/16	1	1275						
72	72	1/16	1/16	2/4	2	1	1/8		1/8	1	1276						
72	72	3/16	3/16	2/4	2	1	1/8		1/8	1	1277						
72	72	5/16	5/16	2/4	2	1	1/8		1/8	1	1278						
72	72	7/16	7/16	2/4	2	1	1/16		1/16	1	1279						
72	72	0	0	2/4	3	1	0					p					
72	72	0	0	2/4	3	1	1/8		1/8	1	1280						
72	72	1/8	1/8	2/4	3	1	1/8		1/8	1	1281						
72	72	1/4	1/4	2/4	3	1	1/8		1/8	1	1282						
72	72	3/8	3/8	2/4	3	1	1/8		1/8	1	1283						
72	72	0	0	2/4	4	1	0					p					
72	72	0	0	2/4	4	1	1/8		1/8	1	1284						
72	72	1/8	1/8	2/4	4	1	1/8		1/8	1	1285						
72	72	1/4	1/4	2/4	4	1	1/8		1/8	1	1286						
72	72	3/8	3/8	2/4	4	1	1/8		1/8	1	1287						
73	73	0	0	2/4	1	1	1/8		1/8	1	1288						
73	73	1/8	1/8	2/4	1	1	1/8		1/8	1	1289						
73	73	1/4	1/4	2/4	1	1	1/8		1/8	1	1290						
73	73	3/8	3/8	2/4	1	1	1/8		1/8	1	1291						
73	73	0	0	2/4	2	1	1/16		1/16	1	1292						
73	73	1/16	1/16	2/4	2	1	1/8		1/8	1	1293						
73	73	3/16	3/16	2/4	2	1	1/8		1/8	1	1294						
73	73	5/16	5/16	2/4	2	1	1/8		1/8	1	1295						
73	73	7/16	7/16	2/4	2	1	1/16		1/16	1	1296						
73	73	0	0	2/4	3	1	1/8		1/8	1	1297						
73	73	1/8	1/8	2/4	3	1	1/8		1/8	1	1298						
73	73	1/4	1/4	2/4	3	1	1/8		1/8	1	1299						
73	73	3/8	3/8	2/4	3	1	1/8		1/8	1	1300						
73	73	0	0	2/4	4	1	1/8		1/8	1	1301						
73	73	1/8	1/8	2/4	4	1	1/8		1/8	1	1302						
73	73	1/4	1/4	2/4	4	1	1/8		1/8	1	1303						
73	73	3/8	3/8	2/4	4	1	1/8		1/8	1	1304						
74	74	0	0	2/4	1	1	1/8		1/8	1	1305						
74	74	1/8	1/8	2/4	1	1	1/8		1/8	1	1306						
74	74	1/4	1/4	2/4	1	1	1/8		1/8	1	1307						
74	74	3/8	3/8	2/4	1	1	1/8		1/8	1	1308						
74	74	0	0	2/4	2	1	1/16		1/16	1	1309						
74	74	1/16	1/16	2/4	2	1	1/8		1/8	1	1310						
74	74	3/16	3/16	2/4	2	1	1/8		1/8	1	1311						
74	74	5/16	5/16	2/4	2	1	1/8		1/8	1	1312						
74	74	7/16	7/16	2/4	2	1	1/16		1/16	1	1313						
74	74	0	0	2/4	3	1	1/8		1/8	1	1314						
74	74	1/8	1/8	2/4	3	1	1/8		1/8	1	1315						
74	74	1/4	1/4	2/4	3	1	1/8		1/8	1	1316						
74	74	3/8	3/8	2/4	3	1	1/8		1/8	1	1317						
74	74	0	0	2/4	4	1	1/8		1/8	1	1318						
74	74	1/8	1/8	2/4	4	1	1/8		1/8	1	1319						
74	74	1/4	1/4	2/4	4	1	1/8		1/8	1	1320						
74	74	3/8	3/8	2/4	4	1	1/8		1/8	1	1321						
75	75	0	0	2/4	1	1	1/8		1/8	1	1322						
75	75	1/8	1/8	2/4	1	1	1/8		1/8	1	1323						
75	75	1/4	1/4	2/4	1	1	1/8		1/8	1	1324						
75	75	3/8	3/8	2/4	1	1	1/8		1/8	1	1325						
75	75	0	0	2/4	2	1	1/16		1/16	1	1326						
75	75	1/16	1/16	2/4	2	1	1/8		1/8	1	1327						
75	75	3/16	3/16	2/4	2	1	1/16		1/16	1	1328						
75	75	1/4	1/4	2/4	2	1	1/16		1/16	1	1329						
75	75	5/16	5/16	2/4	2	1	1/16		1/16	1	1330						
75	75	3/8	3/8	2/4	2	1	1/16		1/16	1	1331						
75	75	7/16	7/16	2/4	2	1	1/16		1/16	1	1332						
75	75	0	0	2/4	3	1	1/16		1/16	1	1333						
75	75	1/16	1/16	2/4	3	1	1/8		1/8	1	1334						
75	75	3/16	3/16	2/4	3	1	1/16		1/16	1	1335						
75	75	1/4	1/4	2/4	3	1	1/16		1/16	1	1336						
75	75	5/16	5/16	2/4	3	1	1/16		1/16	1	1337						
75	75	3/8	3/8	2/4	3	1	1/16		1/16	1	1338						
75	75	7/16	7/16	2/4	3	1	1/16		1/16	1	1339						
75	75	0	0	2/4	4	1	1/8		1/8	1	1340						
75	75	1/8	1/8	2/4	4	1	1/8		1/8	1	1341						
75	75	1/4	1/4	2/4	4	1	1/8		1/8	1	1342						
75	75	3/8	3/8	2/4	4	1	1/8		1/8	1	1343						
76	76	0	0	2/4	1	1	3/16		1/8	3/2	1344						
76	76	3/16	3/16	2/4	1	1	1/32		1/32	1	1345						
76	76	7/32	7/32	2/4	1	1	1/32		1/32	1	1346						
76	76	1/4	1/4	2/4	1	1	1/8		1/8	1	1347						
76	76	3/8	3/8	2/4	1	1	1/8		1/8	1	1348						
76	76	0	0	2/4	2	1	3/16		1/8	3/2	1349						
76	76	3/16	3/16	2/4	2	1	1/32		1/32	1	1350						
76	76	7/32	7/32	2/4	2	1	1/32		1/32	1	1351						
76	76	1/4	1/4	2/4	2	1	1/8		1/8	1	1352						
76	76	3/8	3/8	2/4	2	1	1/8		1/8	1	1353						
76	76	0	0	2/4	3	1	1/8		1/8	1	1354						
76	76	1/8	1/8	2/4	3	1	1/8		1/8	1	1355						
76	76	1/4	1/4	2/4	3	1	1/8		1/8	1	1356						
76	76	3/8	3/8	2/4	3	1	1/8		1/8	1	1357						
76	76	0	0	2/4	4	1	1/16		1/16	1	1358						
76	76	1/16	1/16	2/4	4	1	1/16		1/16	1	1359						
76	76	1/8	1/8	2/4	4	1	1/16		1/16	1	1360						
76	76	3/16	3/16	2/4	4	1	1/16		1/16	1	1361						
76	76	1/4	1/4	2/4	4	1	1/16		1/16	1	1362						
76	76	5/16	5/16	2/4	4	1	1/16		1/16	1	1363						
76	76	3/8	3/8	2/4	4	1	1/16		1/16	1	1364						
76	76	7/16	7/16	2/4	4	1	1/16		1/16	1	1365						
77	77	0	0	2/4	1	1	3/16		1/8	3/2	1366						
77	77	3/16	3/16	2/4	1	1	1/32		1/32	1	1367						
77	77	7/32	7/32	2/4	1	1	1/32		1/32	1	1368						
77	77	1/4	1/4	2/4	1	1	1/8		1/8	1	1369						
77	77	3/8	3/8	2/4	1	1	1/8		1/8	1	1370						
77	77	0	0	2/4	2	1	3/16		1/8	3/2	1371						
77	77	3/16	3/16	2/4	2	1	1/32		1/32	1	1372						
77	77	7/32	7/32	2/4	2	1	1/32		1/32	1	1373						
77	77	1/4	1/4	2/4	2	1	1/8		1/8	1	1374						
77	77	3/8	3/8	2/4	2	1	1/8		1/8	1	1375						
77	77	0	0	2/4	3	1	1/8		1/8	1	1376						
77	77	1/8	1/8	2/4	3	1	1/8		1/8	1	1377						
77	77	1/4	1/4	2/4	3	1	1/8		1/8	1	1378						
77	77	3/8	3/8	2/4	3	1	1/8		1/8	1	1379						
77	77	0	0	2/4	4	1	1/16		1/16	1	1380						
77	77	1/16	1/16	2/4	4	1	1/16		1/16	1	1381						
77	77	1/8	1/8	2/4	4	1	1/16		1/16	1	1382						
77	77	3/16	3/16	2/4	4	1	1/16		1/16	1	1383						
77	77	1/4	1/4	2/4	4	1	1/16		1/16	1	1384						
77	77	5/16	5/16	2/4	4	1	1/16		1/16	1	1385						
77	77	3/8	3/8	2/4	4	1	1/16		1/16	1	1386						
77	77	7/16	7/16	2/4	4	1	1/16		1/16	1	1387						
78	78	0	0	2/4	1	1	0							cresc.			
78	78	0	0	2/4	1	1	3/16		1/8	3/2	1388						
78	78	3/16	3/16	2/4	1	1	1/32		1/32	1	1389						
78	78	7/32	7/32	2/4	1	1	1/32		1/32	1	1390						
78	78	1/4	1/4	2/4	1	1	1/8		1/8	1	1391						
78	78	3/8	3/8	2/4	1	1	1/8		1/8	1	1392						
78	78	0	0	2/4	2	1	0							cresc.			
78	78	0	0	2/4	2	1	3/16		1/8	3/2	1393						
78	78	3/16	3/16	2/4	2	1	1/32		1/32	1	1394						
78	78	7/32	7/32	2/4	2	1	1/32		1/32	1	1395						
78	78	1/4	1/4	2/4	2	1	1/8		1/8	1	1396						
78	78	3/8	3/8	2/4	2	1	1/8		1/8	1	1397						
78	78	0	0	2/4	3	1	0							cresc.			
78	78	0	0	2/4	3	1	1/8		1/8	1	1398						
78	78	1/8	1/8	2/4	3	1	1/8		1/8	1	1399						
78	78	1/4	1/4	2/4	3	1	1/8		1/8	1	1400						
78	78	3/8	3/8	2/4	3	1	1/8		1/8	1	1401						
78	78	0	0	2/4	4	1	0							cresc.			
78	78	0	0	2/4	4	1	1/16		1/16	1	1402						
78	78	1/16	1/16	2/4	4	1	1/16		1/16	1	1403						
78	78	1/8	1/8	2/4	4	1	1/16		1/16	1	1404						
78	78	3/16	3/16	2/4	4	1	1/16		1/16	1	1405						
78	78	1/4	1/4	2/4	4	1	1/16		1/16	1	1406						
78	78	5/16	5/16	2/4	4	1	1/16		1/16	1	1407						
78	78	3/8	3/8	2/4	4	1	1/16		1/16	1	1408						
78	78	7/16	7/16	2/4	4	1	1/16		1/16	1	1409						
79	79	0	0	2/4	1	1	3/16		1/8	3/2	1410						
79	79	3/16	3/16	2/4	1	1	1/32		1/32	1	1411						
79	79	7/32	7/32	2/4	1	1	1/32		1/32	1	1412						
79	79	1/4	1/4	2/4	1	1	1/8		1/8	1	1413						
79	79	3/8	3/8	2/4	1	1	1/8		1/8	1	1414		ornamentTrill				
79	79	0	0	2/4	2	1	1/8		1/8	1	1415						
79	79	1/8	1/8	2/4	2	1	1/8		1/8	1	1416						
79	79	1/4	1/4	2/4	2	1	1/8		1/8	1	1417						
79	79	3/8	3/8	2/4	2	1	1/8		1/8	1	1418						
79	79	0	0	2/4	3	1	1/8		1/8	1	1419						
79	79	1/8	1/8	2/4	3	1	1/8		1/8	1	1420						
79	79	1/4	1/4	2/4	3	1	1/8		1/8	1	1421						
79	79	3/8	3/8	2/4	3	1	1/8		1/8	1	1422						
79	79	0	0	2/4	4	1	1/16		1/16	1	1423						
79	79	1/16	1/16	2/4	4	1	1/16		1/16	1	1424						
79	79	1/8	1/8	2/4	4	1	1/16		1/16	1	1425						
79	79	3/16	3/16	2/4	4	1	1/16		1/16	1	1426						
79	79	1/4	1/4	2/4	4	1	1/16		1/16	1	1427						
79	79	5/16	5/16	2/4	4	1	1/16		1/16	1	1428						
79	79	3/8	3/8	2/4	4	1	1/16		1/16	1	1429						
79	79	7/16	7/16	2/4	4	1	1/16		1/16	1	1430						
80	80	0	0	2/4	1	1	0					p					
80	80	0	0	2/4	1	1	1/32		1/32	1	1431						
80	80	1/32	1/32	2/4	1	1	1/32		1/32	1	1432						
80	80	1/16	1/16	2/4	1	1	1/32		1/32	1	1433						
80	80	3/32	3/32	2/4	1	1	1/32		1/32	1	1434						
80	80	1/8	1/8	2/4	1	1	1/32		1/32	1	1435						
80	80	5/32	5/32	2/4	1	1	1/32		1/32	1	1436						
80	80	3/16	3/16	2/4	1	1	1/32		1/32	1	1437						
80	80	7/32	7/32	2/4	1	1	1/32		1/32	1	1438						
80	80	1/4	1/4	2/4	1	1	1/32		1/32	1	1439						
80	80	9/32	9/32	2/4	1	1	1/32		1/32	1	1440						
80	80	5/16	5/16	2/4	1	1	1/32		1/32	1	1441						
80	80	11/32	11/32	2/4	1	1	1/32		1/32	1	1442						
80	80	3/8	3/8	2/4	1	1	1/32		1/32	1	1443						
80	80	13/32	13/32	2/4	1	1	1/32		1/32	1	1444						
80	80	7/16	7/16	2/4	1	1	1/32		1/32	1	1445						
80	80	15/32	15/32	2/4	1	1	1/32		1/32	1	1446						
80	80	0	0	2/4	2	1	0					p					
80	80	0	0	2/4	2	1	1/8		1/8	1	1447						
80	80	1/8	1/8	2/4	2	1	1/8		1/8	1	1448						
80	80	1/4	1/4	2/4	2	1	1/8		1/8	1	1449						
80	80	3/8	3/8	2/4	2	1	1/8		1/8	1	1450						
80	80	0	0	2/4	3	1	0					p					
80	80	0	0	2/4	3	1	1/8		1/8	1	1451						
80	80	1/8	1/8	2/4	3	1	1/8		1/8	1	1452						
80	80	1/4	1/4	2/4	3	1	1/8		1/8	1	1453						
80	80	3/8	3/8	2/4	3	1	1/8		1/8	1	1454						
80	80	0	0	2/4	4	1	0					p					
80	80	0	0	2/4	4	1	1/8		1/8	1	1455						
81	81	0	0	2/4	1	1	1/8		1/8	1	1456						
81	81	1/8	1/8	2/4	1	1	1/8		1/8	1	1457						
81	81	1/4	1/4	2/4	1	1	1/8		1/8	1	1458						
81	81	3/8	3/8	2/4	1	1	1/8		1/8	1	1459						
81	81	0	0	2/4	2	1	1/8		1/8	1	1460						
81	81	1/8	1/8	2/4	2	1	1/8		1/8	1	1461						
81	81	1/4	1/4	2/4	2	1	1/8		1/8	1	1462						
81	81	3/8	3/8	2/4	2	1	1/8		1/8	1	1463						
81	81	1/32	1/32	2/4	3	1	1/32		1/32	1	1464						
81	81	1/16	1/16	2/4	3	1	1/32		1/32	1	1465						
81	81	3/32	3/32	2/4	3	1	1/32		1/32	1	1466						
81	81	1/8	1/8	2/4	3	1	1/32		1/32	1	1467						
81	81	5/32	5/32	2/4	3	1	1/32		1/32	1	1468						
81	81	3/16	3/16	2/4	3	1	1/32		1/32	1	1469						
81	81	7/32	7/32	2/4	3	1	1/32		1/32	1	1470						
81	81	1/4	1/4	2/4	3	1	1/32		1/32	1	1471						
81	81	9/32	9/32	2/4	3	1	1/32		1/32	1	1472						
81	81	5/16	5/16	2/4	3	1	1/32		1/32	1	1473						
81	81	11/32	11/32	2/4	3	1	1/32		1/32	1	1474						
81	81	3/8	3/8	2/4	3	1	1/32		1/32	1	1475						
81	81	13/32	13/32	2/4	3	1	1/32		1/32	1	1476						
81	81	7/16	7/16	2/4	3	1	1/32		1/32	1	1477						
81	81	15/32	15/32	2/4	3	1	1/32		1/32	1	1478						
81	81	0	0	2/4	4	1	1/16		1/16	1	1479						
81	81	1/16	1/16	2/4	4	1	1/8		1/8	1	1480						
81	81	3/16	3/16	2/4	4	1	1/8		1/8	1	1481						
81	81	5/16	5/16	2/4	4	1	1/8		1/8	1	1482						
81	81	7/16	7/16	2/4	4	1	1/16		1/16	1	1483						
82	82	0	0	2/4	1	1	1/32		1/32	1	1484						
82	82	1/32	1/32	2/4	1	1	1/32		1/32	1	1485						
82	82	1/16	1/16	2/4	1	1	1/32		1/32	1	1486						
82	82	3/32	3/32	2/4	1	1	1/32		1/32	1	1487						
82	82	1/8	1/8	2/4	1	1	1/32		1/32	1	1488						
82	82	5/32	5/32	2/4	1	1	1/32		1/32	1	1489						
82	82	3/16	3/16	2/4	1	1	1/32		1/32	1	1490						
82	82	7/32	7/32	2/4	1	1	1/32		1/32	1	1491						
82	82	1/4	1/4	2/4	1	1	1/32		1/32	1	1492						
82	82	9/32	9/32	2/4	1	1	1/32		1/32	1	1493						
82	82	5/16	5/16	2/4	1	1	1/32		1/32	1	1494						
82	82	11/32	11/32	2/4	1	1	1/32		1/32	1	1495						
82	82	3/8	3/8	2/4	1	1	1/32		1/32	1	1496						
82	82	13/32	13/32	2/4	1	1	1/32		1/32	1	1497						
82	82	7/16	7/16	2/4	1	1	1/32		1/32	1	1498						
82	82	15/32	15/32	2/4	1	1	1/32		1/32	1	1499						
82	82	0	0	2/4	2	1	1/8		1/8	1	1500						
82	82	1/8	1/8	2/4	2	1	1/8		1/8	1	1501						
82	82	1/4	1/4	2/4	2	1	1/8		1/8	1	1502						
82	82	3/8	3/8	2/4	2	1	1/8		1/8	1	1503						
82	82	0	0	2/4	3	1	1/8		1/8	1	1504						
82	82	1/8	1/8	2/4	3	1	1/8		1/8	1	1505						
82	82	1/4	1/4	2/4	3	1	1/8		1/8	1	1506						
82	82	3/8	3/8	2/4	3	1	1/8		1/8	1	1507						
82	82	0	0	2/4	4	1	1/8		1/8	1	1508						
83	83	0	0	2/4	1	1	1/8		1/8	1	1509						
83	83	1/8	1/8	2/4	1	1	1/8		1/8	1	1510						
83	83	1/4	1/4	2/4	1	1	1/8		1/8	1	1511						
83	83	3/8	3/8	2/4	1	1	1/8		1/8	1	1512						
83	83	0	0	2/4	2	1	1/8		1/8	1	1513						
83	83	1/8	1/8	2/4	2	1	1/8		1/8	1	1514						
83	83	1/4	1/4	2/4	2	1	1/8		1/8	1	1515						
83	83	3/8	3/8	2/4	2	1	1/8		1/8	1	1516						
83	83	1/32	1/32	2/4	3	1	1/32		1/32	1	1517						
83	83	1/16	1/16	2/4	3	1	1/32		1/32	1	1518						
83	83	3/32	3/32	2/4	3	1	1/32		1/32	1	1519						
83	83	1/8	1/8	2/4	3	1	1/32		1/32	1	1520						
83	83	5/32	5/32	2/4	3	1	1/32		1/32	1	1521						
83	83	3/16	3/16	2/4	3	1	1/32		1/32	1	1522						
83	83	7/32	7/32	2/4	3	1	1/32		1/32	1	1523						
83	83	1/4	1/4	2/4	3	1	1/32		1/32	1	1524						
83	83	9/32	9/32	2/4	3	1	1/32		1/32	1	1525						
83	83	5/16	5/16	2/4	3	1	1/32		1/32	1	1526						
83	83	11/32	11/32	2/4	3	1	1/32		1/32	1	1527						
83	83	3/8	3/8	2/4	3	1	1/32		1/32	1	1528						
83	83	13/32	13/32	2/4	3	1	1/32		1/32	1	1529						
83	83	7/16	7/16	2/4	3	1	1/32		1/32	1	1530						
83	83	15/32	15/32	2/4	3	1	1/32		1/32	1	1531						
83	83	0	0	2/4	4	1	1/16		1/16	1	1532						
83	83	1/16	1/16	2/4	4	1	1/8		1/8	1	1533						
83	83	3/16	3/16	2/4	4	1	1/8		1/8	1	1534						
83	83	5/16	5/16	2/4	4	1	1/8		1/8	1	1535						
83	83	7/16	7/16	2/4	4	1	1/16		1/16	1	1536						
84	84	0	0	2/4	1	1	1/32		1/32	1	1537						
84	84	1/32	1/32	2/4	1	1	1/32		1/32	1	1538						
84	84	1/16	1/16	2/4	1	1	1/32		1/32	1	1539						
84	84	3/32	3/32	2/4	1	1	1/32		1/32	1	1540						
84	84	1/8	1/8	2/4	1	1	1/32		1/32	1	1541						
84	84	5/32	5/32	2/4	1	1	1/32		1/32	1	1542						
84	84	3/16	3/16	2/4	1	1	1/32		1/32	1	1543						
84	84	7/32	7/32	2/4	1	1	1/32		1/32	1	1544						
84	84	1/4	1/4	2/4	1	1	1/32		1/32	1	1545						
84	84	9/32	9/32	2/4	1	1	1/32		1/32	1	1546						
84	84	5/16	5/16	2/4	1	1	1/32		1/32	1	1547						
84	84	11/32	11/32	2/4	1	1	1/32		1/32	1	1548						
84	84	3/8	3/8	2/4	1	1	1/32		1/32	1	1549						
84	84	13/32	13/32	2/4	1	1	1/32		1/32	1	1550						
84	84	7/16	7/16	2/4	1	1	1/32		1/32	1	1551						
84	84	15/32	15/32	2/4	1	1	1/32		1/32	1	1552						
84	84	0	0	2/4	2	1	1/8		1/8	1	1553						
84	84	1/8	1/8	2/4	2	1	1/8		1/8	1	1554						
84	84	1/4	1/4	2/4	2	1	1/8		1/8	1	1555						
84	84	3/8	3/8	2/4	2	1	1/8		1/8	1	1556						
84	84	0	0	2/4	3	1	1/8		1/8	1	1557						
84	84	1/8	1/8	2/4	3	1	1/8		1/8	1	1558						
84	84	1/4	1/4	2/4	3	1	1/8		1/8	1	1559						
84	84	3/8	3/8	2/4	3	1	1/8		1/8	1	1560						
84	84	0	0	2/4	4	1	1/8		1/8	1	1561						
85	85	0	0	2/4	1	1	1/8		1/8	1	1562						
85	85	1/8	1/8	2/4	1	1	1/8		1/8	1	1563						
85	85	1/4	1/4	2/4	1	1	1/8		1/8	1	1564						
85	85	3/8	3/8	2/4	1	1	1/8		1/8	1	1565						
85	85	0	0	2/4	2	1	1/8		1/8	1	1566						
85	85	1/8	1/8	2/4	2	1	1/8		1/8	1	1567						
85	85	1/4	1/4	2/4	2	1	1/8		1/8	1	1568						
85	85	3/8	3/8	2/4	2	1	1/8		1/8	1	1569						
85	85	1/32	1/32	2/4	3	1	1/32		1/32	1	1570						
85	85	1/16	1/16	2/4	3	1	1/32		1/32	1	1571						
85	85	3/32	3/32	2/4	3	1	1/32		1/32	1	1572						
85	85	1/8	1/8	2/4	3	1	1/32		1/32	1	1573						
85	85	5/32	5/32	2/4	3	1	1/32		1/32	1	1574						
85	85	3/16	3/16	2/4	3	1	1/32		1/32	1	1575						
85	85	7/32	7/32	2/4	3	1	1/32		1/32	1	1576						
85	85	1/4	1/4	2/4	3	1	1/32		1/32	1	1577						
85	85	9/32	9/32	2/4	3	1	1/32		1/32	1	1578						
85	85	5/16	5/16	2/4	3	1	1/32		1/32	1	1579						
85	85	11/32	11/32	2/4	3	1	1/32		1/32	1	1580						
85	85	3/8	3/8	2/4	3	1	1/32		1/32	1	1581						
