mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	Trill:trill
65	65	0	0	3/8	3	1	1/8		1/8	1	798				
65	65	1/8	1/8	3/8	3	1	0					sf			
65	65	1/8	1/8	3/8	3	1	1/4		1/4	1	799				
65	65	0	0	3/8	4	1	1/8		1/8	1	800				
65	65	1/8	1/8	3/8	4	1	0					sf			
65	65	1/8	1/8	3/8	4	1	1/4		1/4	1	801				
66	66	0	0	3/8	1	1	3/32		1/16	3/2	802				
66	66	3/32	3/32	3/8	1	1	1/32		1/32	1	803				
66	66	1/8	1/8	3/8	1	1	1/8		1/8	1	804				
66	66	1/4	1/4	3/8	1	1	1/8		1/8	1	805		ornamentTrill		
66	66	0	0	3/8	2	1	3/32		1/16	3/2	806				
66	66	3/32	3/32	3/8	2	1	1/32		1/32	1	807				
66	66	1/8	1/8	3/8	2	1	1/8		1/8	1	808				
66	66	1/4	1/4	3/8	2	1	1/8		1/8	1	809				
66	66	0	0	3/8	3	1	3/32		1/16	3/2	810				
66	66	3/32	3/32	3/8	3	1	1/32		1/32	1	811				
66	66	1/8	1/8	3/8	3	1	1/8		1/8	1	812				
66	66	1/4	1/4	3/8	3	1	1/8		1/8	1	813				
66	66	0	0	3/8	4	1	3/32		1/16	3/2	814				
66	66	3/32	3/32	3/8	4	1	1/32		1/32	1	815				
66	66	1/8	1/8	3/8	4	1	1/8		1/8	1	816				
66	66	1/4	1/4	3/8	4	1	1/8		1/8	1	817				
67	67	0	0	3/8	1	1	0	grace8after	1/8	1	818				
67	67	0	0	3/8	1	1	0	grace8after	1/8	1	819				
67	67	0	0	3/8	1	1	1/8		1/8	1	820				
67	67	0	0	3/8	2	1	1/16		1/16	1	821				
67	67	1/16	1/16	3/8	2	1	0					p			
67	67	1/16	1/16	3/8	2	1	1/16		1/16	1	822				
67	67	1/8	1/8	3/8	2	1	1/16		1/16	1	823				
67	67	3/16	3/16	3/8	2	1	1/16		1/16	1	824				
67	67	1/4	1/4	3/8	2	1	1/16		1/16	1	825				
67	67	5/16	5/16	3/8	2	1	1/16		1/16	1	826				
67	67	0	0	3/8	3	1	1/8		1/8	1	827				
67	67	0	0	3/8	4	1	1/8		1/8	1	828				
68	68	0	0	3/8	1	1	0					p			
68	68	0	0	3/8	1	1	1/8		1/8	1	829				
68	68	1/8	1/8	3/8	1	1	1/8		1/8	1	830				
68	68	1/4	1/4	3/8	1	1	1/8		1/8	1	831				
68	68	0	0	3/8	2	1	1/16		1/16	1	832				
68	68	1/16	1/16	3/8	2	1	1/16		1/16	1	833				
68	68	1/8	1/8	3/8	2	1	1/16		1/16	1	834				
68	68	3/16	3/16	3/8	2	1	1/16		1/16	1	835				
68	68	1/4	1/4	3/8	2	1	1/16		1/16	1	836				
68	68	5/16	5/16	3/8	2	1	1/16		1/16	1	837				
69	69	0	0	3/8	1	1	3/8		1/4	3/2	838				
69	69	0	0	3/8	2	1	1/16		1/16	1	839				
69	69	1/16	1/16	3/8	2	1	1/16		1/16	1	840				
69	69	1/8	1/8	3/8	2	1	1/16		1/16	1	841				
69	69	3/16	3/16	3/8	2	1	1/16		1/16	1	842				
69	69	1/4	1/4	3/8	2	1	1/16		1/16	1	843				
69	69	5/16	5/16	3/8	2	1	1/16		1/16	1	844				
69	69	1/8	1/8	3/8	3	1	0					p			
69	69	1/8	1/8	3/8	3	1	1/16		1/16	1	845				
69	69	3/16	3/16	3/8	3	1	1/16		1/16	1	846				
69	69	1/4	1/4	3/8	3	1	1/16		1/16	1	847				
69	69	5/16	5/16	3/8	3	1	1/16		1/16	1	848				
70	70	0	0	3/8	1	1	1/8		1/8	1	849				
70	70	1/8	1/8	3/8	1	1	1/8		1/8	1	850				
70	70	1/4	1/4	3/8	1	1	1/8		1/8	1	851				
70	70	0	0	3/8	2	1	1/16		1/16	1	852				
70	70	1/16	1/16	3/8	2	1	1/16		1/16	1	853				
70	70	1/8	1/8	3/8	2	1	1/16		1/16	1	854				
70	70	3/16	3/16	3/8	2	1	1/16		1/16	1	855				
70	70	1/4	1/4	3/8	2	1	1/16		1/16	1	856				
70	70	5/16	5/16	3/8	2	1	1/16		1/16	1	857				
70	70	0	0	3/8	3	1	1/16		1/16	1	858				
70	70	1/16	1/16	3/8	3	1	1/16		1/16	1	859				
70	70	1/8	1/8	3/8	3	1	1/16		1/16	1	860				
70	70	3/16	3/16	3/8	3	1	1/16		1/16	1	861				
70	70	1/4	1/4	3/8	3	1	1/16		1/16	1	862				
70	70	5/16	5/16	3/8	3	1	1/16		1/16	1	863				
71	71	0	0	3/8	1	1	1/16		1/16	1	864				
71	71	1/16	1/16	3/8	1	1	1/16		1/16	1	865				
71	71	1/8	1/8	3/8	1	1	1/16		1/16	1	866				
71	71	3/16	3/16	3/8	1	1	1/16		1/16	1	867				
71	71	1/4	1/4	3/8	1	1	1/16		1/16	1	868				
71	71	5/16	5/16	3/8	1	1	1/16		1/16	1	869				
71	71	0	0	3/8	2	1	1/4		1/4	1	870				
71	71	0	0	3/8	3	1	1/4		1/4	1	871				
72	72	0	0	3/8	1	1	1/16		1/16	1	872				
72	72	1/16	1/16	3/8	1	1	1/16		1/16	1	873				
72	72	1/8	1/8	3/8	1	1	1/16		1/16	1	874				
72	72	3/16	3/16	3/8	1	1	1/16		1/16	1	875				
72	72	1/4	1/4	3/8	1	1	1/16		1/16	1	876				
72	72	5/16	5/16	3/8	1	1	1/16		1/16	1	877				
72	72	0	0	3/8	2	1	1/8		1/8	1	878				
72	72	1/8	1/8	3/8	2	1	1/8		1/8	1	879				
72	72	1/4	1/4	3/8	2	1	1/8		1/8	1	880				
72	72	0	0	3/8	3	1	1/8		1/8	1	881				
72	72	1/8	1/8	3/8	3	1	1/8		1/8	1	882				
72	72	1/4	1/4	3/8	3	1	1/8		1/8	1	883				
72	72	0	0	3/8	4	1	0					p			
72	72	0	0	3/8	4	1	1/8		1/8	1	884				
72	72	1/8	1/8	3/8	4	1	1/8		1/8	1	885				
72	72	1/4	1/4	3/8	4	1	1/8		1/8	1	886				
73	73	0	0	3/8	1	1	1/16		1/16	1	887				
73	73	1/16	1/16	3/8	1	1	1/16		1/16	1	888				
73	73	1/8	1/8	3/8	1	1	1/16		1/16	1	889				
73	73	3/16	3/16	3/8	1	1	1/16		1/16	1	890				
73	73	1/4	1/4	3/8	1	1	1/16		1/16	1	891				
73	73	5/16	5/16	3/8	1	1	1/16		1/16	1	892				
73	73	0	0	3/8	2	1	1/8		1/8	1	893				
73	73	1/8	1/8	3/8	2	1	1/16		1/16	1	894				
73	73	3/16	3/16	3/8	2	1	1/16		1/16	1	895				
73	73	1/4	1/4	3/8	2	1	1/16		1/16	1	896				
73	73	5/16	5/16	3/8	2	1	1/16		1/16	1	897				
73	73	0	0	3/8	3	1	3/8		1/4	3/2	898				
73	73	0	0	3/8	4	1	3/8		1/4	3/2	899				
74	74	0	0	3/8	1	1	1/16		1/16	1	900				
74	74	1/16	1/16	3/8	1	1	1/16		1/16	1	901				
74	74	1/8	1/8	3/8	1	1	1/16		1/16	1	902				
74	74	3/16	3/16	3/8	1	1	1/16		1/16	1	903				
74	74	1/4	1/4	3/8	1	1	1/16		1/16	1	904				
74	74	5/16	5/16	3/8	1	1	1/16		1/16	1	905				
74	74	0	0	3/8	2	1	1/16		1/16	1	906				
74	74	1/16	1/16	3/8	2	1	1/16		1/16	1	907				
74	74	1/8	1/8	3/8	2	1	1/16		1/16	1	908				
74	74	3/16	3/16	3/8	2	1	1/16		1/16	1	909				
74	74	1/4	1/4	3/8	2	1	1/16		1/16	1	910				
74	74	5/16	5/16	3/8	2	1	1/16		1/16	1	911				
74	74	0	0	3/8	3	1	1/8		1/8	1	912				
74	74	1/8	1/8	3/8	3	1	1/8		1/8	1	913				
74	74	1/4	1/4	3/8	3	1	1/8		1/8	1	914				
74	74	0	0	3/8	4	1	1/8		1/8	1	915				
74	74	1/8	1/8	3/8	4	1	1/8		1/8	1	916				
74	74	1/4	1/4	3/8	4	1	1/8		1/8	1	917				
75	75	0	0	3/8	1	1	1/4		1/4	1	918				
75	75	0	0	3/8	2	1	1/4		1/4	1	919				
75	75	0	0	3/8	3	1	1/8		1/8	1	920				
75	75	3/16	3/16	3/8	3	1	0					p			
75	75	3/16	3/16	3/8	3	1	1/16		1/16	1	921				
75	75	1/4	1/4	3/8	3	1	1/16		1/16	1	922				
75	75	5/16	5/16	3/8	3	1	1/16		1/16	1	923				
75	75	0	0	3/8	4	1	0					p			
75	75	0	0	3/8	4	1	1/16		1/16	1	924				
75	75	1/16	1/16	3/8	4	1	1/16		1/16	1	925				
75	75	1/8	1/8	3/8	4	1	1/16		1/16	1	926				
75	75	3/16	3/16	3/8	4	1	1/16		1/16	1	927				
75	75	1/4	1/4	3/8	4	1	1/16		1/16	1	928				
75	75	5/16	5/16	3/8	4	1	1/16		1/16	1	929				
76	76	0	0	3/8	1	1	1/8		1/8	1	930				
76	76	1/8	1/8	3/8	1	1	1/8		1/8	1	931				
76	76	1/4	1/4	3/8	1	1	1/8		1/8	1	932				
76	76	0	0	3/8	2	1	1/8		1/8	1	933				
76	76	1/8	1/8	3/8	2	1	1/8		1/8	1	934				
76	76	1/4	1/4	3/8	2	1	1/8		1/8	1	935				
76	76	0	0	3/8	3	1	1/16		1/16	1	936				
76	76	1/16	1/16	3/8	3	1	1/16		1/16	1	937				
76	76	1/8	1/8	3/8	3	1	1/16		1/16	1	938				
76	76	3/16	3/16	3/8	3	1	1/16		1/16	1	939				
76	76	1/4	1/4	3/8	3	1	1/16		1/16	1	940				
76	76	5/16	5/16	3/8	3	1	1/16		1/16	1	941				
76	76	0	0	3/8	4	1	1/16		1/16	1	942				
76	76	1/16	1/16	3/8	4	1	1/16		1/16	1	943				
76	76	1/8	1/8	3/8	4	1	1/16		1/16	1	944				
76	76	3/16	3/16	3/8	4	1	1/16		1/16	1	945				
76	76	1/4	1/4	3/8	4	1	1/16		1/16	1	946				
76	76	5/16	5/16	3/8	4	1	1/16		1/16	1	947				
77	77	0	0	3/8	1	1	3/16		1/8	3/2	948				
77	77	3/16	3/16	3/8	1	1	1/16		1/16	1	949				
77	77	1/4	1/4	3/8	1	1	1/16		1/16	1	950				
77	77	5/16	5/16	3/8	1	1	1/16		1/16	1	951				
77	77	0	0	3/8	2	1	3/16		1/8	3/2	952				
77	77	3/16	3/16	3/8	2	1	1/16		1/16	1	953				
77	77	1/4	1/4	3/8	2	1	1/16		1/16	1	954				
77	77	5/16	5/16	3/8	2	1	1/16		1/16	1	955				
77	77	0	0	3/8	3	1	1/8		1/8	1	956				
77	77	3/16	3/16	3/8	3	1	1/16		1/16	1	957				
77	77	1/4	1/4	3/8	3	1	1/16		1/16	1	958				
77	77	5/16	5/16	3/8	3	1	1/16		1/16	1	959				
77	77	0	0	3/8	4	1	1/16		1/16	1	960				
77	77	1/16	1/16	3/8	4	1	1/16		1/16	1	961				
77	77	1/8	1/8	3/8	4	1	1/16		1/16	1	962				
77	77	3/16	3/16	3/8	4	1	1/16		1/16	1	963				
77	77	1/4	1/4	3/8	4	1	1/16		1/16	1	964				
77	77	5/16	5/16	3/8	4	1	1/16		1/16	1	965				
78	78	0	0	3/8	1	1	1/8		1/8	1	966				
78	78	3/16	3/16	3/8	1	1	1/16		1/16	1	967				
78	78	1/4	1/4	3/8	1	1	1/16		1/16	1	968				
78	78	5/16	5/16	3/8	1	1	1/16		1/16	1	969				
78	78	0	0	3/8	2	1	1/8		1/8	1	970				
78	78	3/16	3/16	3/8	2	1	1/16		1/16	1	971				
78	78	1/4	1/4	3/8	2	1	1/16		1/16	1	972				
78	78	5/16	5/16	3/8	2	1	1/16		1/16	1	973				
78	78	0	0	3/8	3	1	1/8		1/8	1	974				
78	78	3/16	3/16	3/8	3	1	1/16		1/16	1	975				
78	78	1/4	1/4	3/8	3	1	1/16		1/16	1	976				
78	78	5/16	5/16	3/8	3	1	1/16		1/16	1	977				
78	78	0	0	3/8	4	1	1/16		1/16	1	978				
78	78	1/16	1/16	3/8	4	1	1/16		1/16	1	979				
78	78	1/8	1/8	3/8	4	1	1/16		1/16	1	980				
78	78	3/16	3/16	3/8	4	1	1/16		1/16	1	981				
78	78	1/4	1/4	3/8	4	1	1/16		1/16	1	982				
78	78	5/16	5/16	3/8	4	1	1/16		1/16	1	983				
79	79	0	0	3/8	1	1	0							cresc.	
79	79	0	0	3/8	1	1	1/16		1/16	1	984				
79	79	1/16	1/16	3/8	1	1	1/16		1/16	1	985				
79	79	1/8	1/8	3/8	1	1	1/16		1/16	1	986				
79	79	3/16	3/16	3/8	1	1	1/16		1/16	1	987				
79	79	1/4	1/4	3/8	1	1	1/16		1/16	1	988				
79	79	5/16	5/16	3/8	1	1	1/16		1/16	1	989				
79	79	0	0	3/8	2	1	0							cresc.	
79	79	0	0	3/8	2	1	1/16		1/16	1	990				
79	79	1/16	1/16	3/8	2	1	1/16		1/16	1	991				
79	79	1/8	1/8	3/8	2	1	1/16		1/16	1	992				
79	79	3/16	3/16	3/8	2	1	1/16		1/16	1	993				
79	79	1/4	1/4	3/8	2	1	1/16		1/16	1	994				
79	79	5/16	5/16	3/8	2	1	1/16		1/16	1	995				
79	79	0	0	3/8	3	1	0							cresc.	
79	79	0	0	3/8	3	1	1/16		1/16	1	996				
79	79	1/16	1/16	3/8	3	1	1/16		1/16	1	997				
79	79	1/8	1/8	3/8	3	1	1/16		1/16	1	998				
79	79	3/16	3/16	3/8	3	1	1/16		1/16	1	999				
79	79	1/4	1/4	3/8	3	1	1/16		1/16	1	1000				
79	79	5/16	5/16	3/8	3	1	1/16		1/16	1	1001				
79	79	0	0	3/8	4	1	0							cresc.	
79	79	0	0	3/8	4	1	1/16		1/16	1	1002				
79	79	1/16	1/16	3/8	4	1	1/16		1/16	1	1003				
79	79	1/8	1/8	3/8	4	1	1/16		1/16	1	1004				
79	79	3/16	3/16	3/8	4	1	1/16		1/16	1	1005				
79	79	1/4	1/4	3/8	4	1	1/16		1/16	1	1006				
79	79	5/16	5/16	3/8	4	1	1/16		1/16	1	1007				
80	80	0	0	3/8	1	1	1/16		1/16	1	1008				
80	80	1/16	1/16	3/8	1	1	1/16		1/16	1	1009				
80	80	1/8	1/8	3/8	1	1	1/16		1/16	1	1010				
80	80	3/16	3/16	3/8	1	1	1/16		1/16	1	1011				
80	80	1/4	1/4	3/8	1	1	1/16		1/16	1	1012				
80	80	5/16	5/16	3/8	1	1	1/16		1/16	1	1013				
80	80	0	0	3/8	2	1	1/16		1/16	1	1014				
80	80	1/16	1/16	3/8	2	1	1/16		1/16	1	1015				
80	80	1/8	1/8	3/8	2	1	1/16		1/16	1	1016				
80	80	3/16	3/16	3/8	2	1	1/16		1/16	1	1017				
80	80	1/4	1/4	3/8	2	1	1/16		1/16	1	1018				
80	80	5/16	5/16	3/8	2	1	1/16		1/16	1	1019				
80	80	0	0	3/8	3	1	1/16		1/16	1	1020				
80	80	1/16	1/16	3/8	3	1	1/16		1/16	1	1021				
80	80	1/8	1/8	3/8	3	1	1/16		1/16	1	1022				
80	80	3/16	3/16	3/8	3	1	1/16		1/16	1	1023				
80	80	1/4	1/4	3/8	3	1	1/16		1/16	1	1024				
80	80	5/16	5/16	3/8	3	1	1/16		1/16	1	1025				
80	80	0	0	3/8	4	1	1/16		1/16	1	1026				
80	80	1/16	1/16	3/8	4	1	1/16		1/16	1	1027				
80	80	1/8	1/8	3/8	4	1	1/16		1/16	1	1028				
80	80	3/16	3/16	3/8	4	1	1/16		1/16	1	1029				
80	80	1/4	1/4	3/8	4	1	1/16		1/16	1	1030				
80	80	5/16	5/16	3/8	4	1	1/16		1/16	1	1031				
81	81	0	0	3/8	1	1	1/8		1/8	1	1032				
81	81	1/4	1/4	3/8	1	1	0					pp			
81	81	1/4	1/4	3/8	1	1	1/8		1/8	1	1033				
81	81	0	0	3/8	2	1	1/8		1/8	1	1034				
81	81	1/4	1/4	3/8	2	1	0					pp			
81	81	1/4	1/4	3/8	2	1	1/8		1/8	1	1035				
81	81	0	0	3/8	3	1	1/8		1/8	1	1036				
81	81	1/4	1/4	3/8	3	1	0					pp			
81	81	1/4	1/4	3/8	3	1	1/8		1/8	1	1037				
81	81	0	0	3/8	4	1	1/8		1/8	1	1038				
81	81	1/4	1/4	3/8	4	1	0					pp			
81	81	1/4	1/4	3/8	4	1	1/8		1/8	1	1039				
82	82	0	0	3/8	1	1	1/8		1/8	1	1040				
82	82	0	0	3/8	2	1	1/8		1/8	1	1041				
82	82	0	0	3/8	3	1	1/8		1/8	1	1042				
82	82	0	0	3/8	4	1	1/8		1/8	1	1043				
83	83	0	0	3/8	3	1	0					p			
83	83	0	0	3/8	3	1	1/8		1/8	1	1044				
83	83	1/8	1/8	3/8	3	1	1/8		1/8	1	1045				
83	83	1/4	1/4	3/8	3	1	1/8		1/8	1	1046				
84	84	0	0	3/8	2	1	0					p			
84	84	0	0	3/8	2	1	1/8		1/8	1	1047				
84	84	1/8	1/8	3/8	2	1	1/8		1/8	1	1048				
84	84	1/4	1/4	3/8	2	1	1/8		1/8	1	1049				
84	84	0	0	3/8	3	1	1/8		1/8	1	1050				
84	84	1/8	1/8	3/8	3	1	1/8		1/8	1	1051				
84	84	1/4	1/4	3/8	3	1	1/16		1/16	1	1052				
84	84	5/16	5/16	3/8	3	1	1/16		1/16	1	1053				
85	85	0	0	3/8	1	1	0					p			
85	85	0	0	3/8	1	1	1/8		1/8	1	1054				
85	85	1/8	1/8	3/8	1	1	1/8		1/8	1	1055				
85	85	1/4	1/4	3/8	1	1	1/8		1/8	1	1056				
85	85	0	0	3/8	2	1	1/8		1/8	1	1057				
85	85	1/8	1/8	3/8	2	1	1/8		1/8	1	1058				
85	85	1/4	1/4	3/8	2	1	1/16		1/16	1	1059				
85	85	5/16	5/16	3/8	2	1	1/16		1/16	1	1060				
85	85	0	0	3/8	3	1	1/8		1/8	1	1061				
85	85	1/8	1/8	3/8	3	1	1/8		1/8	1	1062				
85	85	1/4	1/4	3/8	3	1	1/16		1/16	1	1063				
85	85	5/16	5/16	3/8	3	1	1/16		1/16	1	1064				
86	86	0	0	3/8	1	1	1/8		1/8	1	1065				
86	86	1/8	1/8	3/8	1	1	1/8		1/8	1	1066				
86	86	1/4	1/4	3/8	1	1	0					sf			
86	86	1/4	1/4	3/8	1	1	1/16		1/16	1	1067				
86	86	5/16	5/16	3/8	1	1	1/16		1/16	1	1068				
86	86	0	0	3/8	2	1	1/8		1/8	1	1069				
86	86	1/8	1/8	3/8	2	1	1/8		1/8	1	1070				
86	86	1/4	1/4	3/8	2	1	0					sf			
86	86	1/4	1/4	3/8	2	1	1/16		1/16	1	1071				
86	86	5/16	5/16	3/8	2	1	1/16		1/16	1	1072				
86	86	0	0	3/8	3	1	1/8		1/8	1	1073				
86	86	1/8	1/8	3/8	3	1	1/8		1/8	1	1074				
86	86	1/4	1/4	3/8	3	1	0					sf			
86	86	1/4	1/4	3/8	3	1	1/16		1/16	1	1075				
86	86	5/16	5/16	3/8	3	1	1/16		1/16	1	1076				
87	87	0	0	3/8	1	1	1/8		1/8	1	1077				
87	87	1/8	1/8	3/8	1	1	1/8		1/8	1	1078				
87	87	1/4	1/4	3/8	1	1	0					sf			
87	87	1/4	1/4	3/8	1	1	1/16		1/16	1	1079				
87	87	5/16	5/16	3/8	1	1	1/16		1/16	1	1080				
87	87	0	0	3/8	2	1	1/8		1/8	1	1081				
87	87	1/8	1/8	3/8	2	1	1/8		1/8	1	1082				
87	87	1/4	1/4	3/8	2	1	0					sf			
87	87	1/4	1/4	3/8	2	1	1/16		1/16	1	1083				
87	87	5/16	5/16	3/8	2	1	1/16		1/16	1	1084				
87	87	0	0	3/8	3	1	1/8		1/8	1	1085				
87	87	1/8	1/8	3/8	3	1	1/8		1/8	1	1086				
87	87	1/4	1/4	3/8	3	1	0					sf			
87	87	1/4	1/4	3/8	3	1	1/16		1/16	1	1087				
87	87	5/16	5/16	3/8	3	1	1/16		1/16	1	1088				
88	88	0	0	3/8	1	1	1/8		1/8	1	1089				
88	88	1/8	1/8	3/8	1	1	1/8		1/8	1	1090				
88	88	1/4	1/4	3/8	1	1	0					sf			
88	88	1/4	1/4	3/8	1	1	1/16		1/16	1	1091				
88	88	5/16	5/16	3/8	1	1	1/16		1/16	1	1092				
88	88	0	0	3/8	2	1	1/8		1/8	1	1093				
88	88	1/8	1/8	3/8	2	1	1/8		1/8	1	1094				
88	88	1/4	1/4	3/8	2	1	0					sf			
88	88	1/4	1/4	3/8	2	1	1/16		1/16	1	1095				
88	88	5/16	5/16	3/8	2	1	1/16		1/16	1	1096				
88	88	0	0	3/8	3	1	1/8		1/8	1	1097				
88	88	1/8	1/8	3/8	3	1	1/8		1/8	1	1098				
88	88	1/4	1/4	3/8	3	1	0					sf			
88	88	1/4	1/4	3/8	3	1	1/16		1/16	1	1099				
88	88	5/16	5/16	3/8	3	1	1/16		1/16	1	1100				
89	89	0	0	3/8	1	1	1/8		1/8	1	1101				
89	89	0	0	3/8	2	1	1/8		1/8	1	1102				
89	89	0	0	3/8	3	1	1/8		1/8	1	1103				
90	90	1/4	1/4	3/8	1	1	0					pp			
90	90	1/4	1/4	3/8	1	1	1/16		1/16	1	1104				
90	90	5/16	5/16	3/8	1	1	1/16		1/16	1	1105				
90	90	1/4	1/4	3/8	2	1	0					pp			
90	90	1/4	1/4	3/8	2	1	1/16		1/16	1	1106				
90	90	5/16	5/16	3/8	2	1	1/16		1/16	1	1107				
90	90	1/4	1/4	3/8	3	1	0					pp			
90	90	1/4	1/4	3/8	3	1	1/16		1/16	1	1108				
90	90	5/16	5/16	3/8	3	1	1/16		1/16	1	1109				
91	91	0	0	3/8	1	1	1/8		1/8	1	1110				
91	91	1/8	1/8	3/8	1	1	1/8		1/8	1	1111				
91	91	1/4	1/4	3/8	1	1	1/16		1/16	1	1112				
91	91	5/16	5/16	3/8	1	1	1/16		1/16	1	1113				
91	91	0	0	3/8	2	1	1/8		1/8	1	1114				
91	91	1/8	1/8	3/8	2	1	1/8		1/8	1	1115				
91	91	1/4	1/4	3/8	2	1	1/16		1/16	1	1116				
91	91	5/16	5/16	3/8	2	1	1/16		1/16	1	1117				
91	91	0	0	3/8	3	1	1/8		1/8	1	1118				
91	91	1/8	1/8	3/8	3	1	1/8		1/8	1	1119				
91	91	1/4	1/4	3/8	3	1	1/16		1/16	1	1120				
91	91	5/16	5/16	3/8	3	1	1/16		1/16	1	1121				
92	92	0	0	3/8	1	1	1/8		1/8	1	1122				
92	92	1/8	1/8	3/8	1	1	1/8		1/8	1	1123				
92	92	1/4	1/4	3/8	1	1	1/16		1/16	1	1124				
92	92	5/16	5/16	3/8	1	1	1/16		1/16	1	1125				
92	92	0	0	3/8	2	1	1/8		1/8	1	1126				
92	92	1/8	1/8	3/8	2	1	1/8		1/8	1	1127				
92	92	1/4	1/4	3/8	2	1	1/16		1/16	1	1128				
92	92	5/16	5/16	3/8	2	1	1/16		1/16	1	1129				
92	92	0	0	3/8	3	1	1/8		1/8	1	1130				
92	92	1/8	1/8	3/8	3	1	1/8		1/8	1	1131				
92	92	1/4	1/4	3/8	3	1	1/16		1/16	1	1132				
92	92	5/16	5/16	3/8	3	1	1/16		1/16	1	1133				
93	93	0	0	3/8	1	1	1/8		1/8	1	1134				
93	93	0	0	3/8	2	1	1/8		1/8	1	1135				
93	93	0	0	3/8	3	1	1/8		1/8	1	1136				
94	94	0	0	3/8	4	1	0					f			
94	94	0	0	3/8	4	1	1/8		1/8	1	1137				
94	94	1/8	1/8	3/8	4	1	1/8		1/8	1	1138				
94	94	1/4	1/4	3/8	4	1	1/8		1/8	1	1139				
95	95	0	0	3/8	4	1	1/16		1/16	1	1140				
95	95	1/16	1/16	3/8	4	1	1/16		1/16	1	1141				
95	95	1/8	1/8	3/8	4	1	1/16		1/16	1	1142				
95	95	3/16	3/16	3/8	4	1	1/16		1/16	1	1143				
95	95	1/4	1/4	3/8	4	1	1/16		1/16	1	1144				
95	95	5/16	5/16	3/8	4	1	1/16		1/16	1	1145				
96	96	0	0	3/8	1	1	0					f			
96	96	0	0	3/8	1	1	1/8		1/8	1	1146				
96	96	1/8	1/8	3/8	1	1	1/8		1/8	1	1147				
96	96	1/4	1/4	3/8	1	1	1/8		1/8	1	1148				
96	96	0	0	3/8	4	1	1/16		1/16	1	1149				
96	96	1/16	1/16	3/8	4	1	1/16		1/16	1	1150				
96	96	1/8	1/8	3/8	4	1	1/16		1/16	1	1151				
96	96	3/16	3/16	3/8	4	1	1/16		1/16	1	1152				
96	96	1/4	1/4	3/8	4	1	1/16		1/16	1	1153				
96	96	5/16	5/16	3/8	4	1	1/16		1/16	1	1154				
97	97	0	0	3/8	1	1	1/16		1/16	1	1155				
97	97	1/16	1/16	3/8	1	1	1/16		1/16	1	1156				
97	97	1/8	1/8	3/8	1	1	1/16		1/16	1	1157				
97	97	3/16	3/16	3/8	1	1	1/16		1/16	1	1158				
97	97	1/4	1/4	3/8	1	1	1/16		1/16	1	1159				
97	97	5/16	5/16	3/8	1	1	1/16		1/16	1	1160				
97	97	0	0	3/8	4	1	1/8		1/8	1	1161				
97	97	1/8	1/8	3/8	4	1	1/8		1/8	1	1162				
98	98	0	0	3/8	1	1	1/16		1/16	1	1163				
98	98	1/16	1/16	3/8	1	1	1/16		1/16	1	1164				
98	98	1/8	1/8	3/8	1	1	1/16		1/16	1	1165				
98	98	3/16	3/16	3/8	1	1	1/16		1/16	1	1166				
98	98	1/4	1/4	3/8	1	1	1/16		1/16	1	1167				
98	98	5/16	5/16	3/8	1	1	1/16		1/16	1	1168				
98	98	0	0	3/8	3	1	0					f			
98	98	0	0	3/8	3	1	1/8		1/8	1	1169				
98	98	1/8	1/8	3/8	3	1	1/8		1/8	1	1170				
98	98	1/4	1/4	3/8	3	1	1/8		1/8	1	1171				
99	99	0	0	3/8	1	1	1/8		1/8	1	1172				
99	99	1/8	1/8	3/8	1	1	1/8		1/8	1	1173				
99	99	0	0	3/8	3	1	1/16		1/16	1	1174				
99	99	1/16	1/16	3/8	3	1	1/16		1/16	1	1175				
99	99	1/8	1/8	3/8	3	1	1/16		1/16	1	1176				
99	99	3/16	3/16	3/8	3	1	1/16		1/16	1	1177				
99	99	1/4	1/4	3/8	3	1	1/16		1/16	1	1178				
99	99	5/16	5/16	3/8	3	1	1/16		1/16	1	1179				
100	100	0	0	3/8	2	1	0					f			
100	100	0	0	3/8	2	1	1/8		1/8	1	1180				
100	100	1/8	1/8	3/8	2	1	1/8		1/8	1	1181				
100	100	1/4	1/4	3/8	2	1	1/8		1/8	1	1182				
100	100	0	0	3/8	3	1	1/16		1/16	1	1183				
100	100	1/16	1/16	3/8	3	1	1/16		1/16	1	1184				
100	100	1/8	1/8	3/8	3	1	1/16		1/16	1	1185				
100	100	3/16	3/16	3/8	3	1	1/16		1/16	1	1186				
100	100	1/4	1/4	3/8	3	1	1/16		1/16	1	1187				
100	100	5/16	5/16	3/8	3	1	1/16		1/16	1	1188				
101	101	0	0	3/8	2	1	1/16		1/16	1	1189				
101	101	1/16	1/16	3/8	2	1	1/16		1/16	1	1190				
101	101	1/8	1/8	3/8	2	1	1/16		1/16	1	1191				
101	101	3/16	3/16	3/8	2	1	1/16		1/16	1	1192				
101	101	1/4	1/4	3/8	2	1	1/16		1/16	1	1193				
101	101	5/16	5/16	3/8	2	1	1/16		1/16	1	1194				
101	101	0	0	3/8	3	1	1/8		1/8	1	1195				
101	101	1/8	1/8	3/8	3	1	1/8		1/8	1	1196				
102	102	0	0	3/8	1	1	0					p			
102	102	0	0	3/8	1	1	1/8		1/8	1	1197				
102	102	1/8	1/8	3/8	1	1	1/8		1/8	1	1198				
