mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text
215	215	7/16	7/16	3/4	1	1	1/16		1/16	1	2802			
215	215	1/2	1/2	3/4	1	1	1/16		1/16	1	2803			
215	215	9/16	9/16	3/4	1	1	1/16		1/16	1	2804			
215	215	5/8	5/8	3/4	1	1	1/16		1/16	1	2805			
215	215	11/16	11/16	3/4	1	1	1/16		1/16	1	2806			
215	215	0	0	3/4	2	1	1/16		1/16	1	2807		articStaccatoAbove	
215	215	1/16	1/16	3/4	2	1	1/16		1/16	1	2808			
215	215	1/8	1/8	3/4	2	1	1/16		1/16	1	2809			
215	215	3/16	3/16	3/4	2	1	1/16		1/16	1	2810			
215	215	1/4	1/4	3/4	2	1	1/16		1/16	1	2811			
215	215	5/16	5/16	3/4	2	1	1/16		1/16	1	2812			
215	215	3/8	3/8	3/4	2	1	1/16		1/16	1	2813			
215	215	7/16	7/16	3/4	2	1	1/16		1/16	1	2814			
215	215	1/2	1/2	3/4	2	1	1/16		1/16	1	2815			
215	215	9/16	9/16	3/4	2	1	1/16		1/16	1	2816			
215	215	5/8	5/8	3/4	2	1	1/16		1/16	1	2817			
215	215	11/16	11/16	3/4	2	1	1/16		1/16	1	2818			
215	215	0	0	3/4	3	1	0					ff		
215	215	0	0	3/4	3	1	0					ff		
215	215	0	0	3/4	3	1	1/16		1/16	1	2819			
215	215	1/16	1/16	3/4	3	1	1/16		1/16	1	2820			
215	215	1/8	1/8	3/4	3	1	1/16		1/16	1	2821			
215	215	3/16	3/16	3/4	3	1	1/16		1/16	1	2822			
215	215	1/4	1/4	3/4	3	1	1/16		1/16	1	2823			
215	215	5/16	5/16	3/4	3	1	1/16		1/16	1	2824			
215	215	3/8	3/8	3/4	3	1	1/16		1/16	1	2825			
215	215	7/16	7/16	3/4	3	1	1/16		1/16	1	2826			
215	215	1/2	1/2	3/4	3	1	1/16		1/16	1	2827			
215	215	9/16	9/16	3/4	3	1	1/16		1/16	1	2828			
215	215	5/8	5/8	3/4	3	1	1/16		1/16	1	2829			
215	215	11/16	11/16	3/4	3	1	1/16		1/16	1	2830			
215	215	0	0	3/4	4	1	0					ff		
215	215	0	0	3/4	4	1	1/16		1/16	1	2831		articStaccatoBelow	
215	215	1/16	1/16	3/4	4	1	1/16		1/16	1	2832		articStaccatoBelow	
215	215	1/8	1/8	3/4	4	1	1/16		1/16	1	2833			
215	215	3/16	3/16	3/4	4	1	1/16		1/16	1	2834		articStaccatoBelow	
215	215	1/4	1/4	3/4	4	1	1/16		1/16	1	2835		articStaccatoBelow	
215	215	5/16	5/16	3/4	4	1	1/16		1/16	1	2836		articStaccatoBelow	
215	215	3/8	3/8	3/4	4	1	1/16		1/16	1	2837		articStaccatoBelow	
215	215	7/16	7/16	3/4	4	1	1/16		1/16	1	2838		articStaccatoBelow	
215	215	1/2	1/2	3/4	4	1	1/16		1/16	1	2839		articStaccatoBelow	
215	215	9/16	9/16	3/4	4	1	1/16		1/16	1	2840			
215	215	5/8	5/8	3/4	4	1	1/16		1/16	1	2841			
215	215	11/16	11/16	3/4	4	1	1/16		1/16	1	2842			
216	216	0	0	3/4	1	1	1/8		1/8	1	2843			
216	216	1/8	1/8	3/4	1	1	1/4		1/4	1	2844			
216	216	3/8	3/8	3/4	1	1	1/4		1/4	1	2845			
216	216	5/8	5/8	3/4	1	1	1/8		1/8	1	2846			
216	216	0	0	3/4	2	1	1/4		1/4	1	2847			
216	216	0	0	3/4	3	1	1/4		1/4	1	2848			
216	216	0	0	3/4	4	1	1/4		1/4	1	2849		articStaccatoBelow	
217	217	0	0	3/4	1	1	0							
217	217	0	0	3/4	1	1	1/8		1/8	1	2850			
217	217	1/8	1/8	3/4	1	1	1/4		1/4	1	2851			
217	217	3/8	3/8	3/4	1	1	1/4		1/4	1	2852			
217	217	5/8	5/8	3/4	1	1	1/8		1/8	1	2853			
218	218	0	0	3/4	1	1	1/8		1/8	1	2854			
218	218	1/8	1/8	3/4	1	1	0					p		
218	218	1/8	1/8	3/4	1	1	1/8		1/8	1	2855			
218	218	1/4	1/4	3/4	1	1	1/8		1/8	1	2856			
218	218	3/8	3/8	3/4	1	1	1/8		1/8	1	2857			
218	218	1/2	1/2	3/4	1	1	1/8		1/8	1	2858			
218	218	5/8	5/8	3/4	1	1	1/8		1/8	1	2859			
219	219	0	0	3/4	1	1	1/8		1/8	1	2860			
219	219	1/8	1/8	3/4	1	1	1/8		1/8	1	2861			
219	219	1/4	1/4	3/4	1	1	1/8		1/8	1	2862			
219	219	3/8	3/8	3/4	1	1	1/8		1/8	1	2863			
219	219	1/2	1/2	3/4	1	1	1/8		1/8	1	2864			
219	219	5/8	5/8	3/4	1	1	1/8		1/8	1	2865			
219	219	1/2	1/2	3/4	2	1	0					p		
219	219	1/2	1/2	3/4	2	1	1/8		1/8	1	2866		articStaccatoAbove	
219	219	5/8	5/8	3/4	2	1	1/8		1/8	1	2867			
219	219	1/2	1/2	3/4	3	1	0					p		
219	219	1/2	1/2	3/4	3	1	1/8		1/8	1	2868			
219	219	5/8	5/8	3/4	3	1	1/8		1/8	1	2869			
220	220	0	0	3/4	1	1	1/8		1/8	1	2870			
220	220	1/8	1/8	3/4	1	1	1/8		1/8	1	2871			
220	220	1/4	1/4	3/4	1	1	1/8		1/8	1	2872			
220	220	3/8	3/8	3/4	1	1	1/8		1/8	1	2873			
220	220	1/2	1/2	3/4	1	1	1/8		1/8	1	2874			
220	220	5/8	5/8	3/4	1	1	1/8		1/8	1	2875			
220	220	0	0	3/4	2	1	1/8		1/8	1	2876			
220	220	1/8	1/8	3/4	2	1	1/8		1/8	1	2877			
220	220	1/4	1/4	3/4	2	1	1/8		1/8	1	2878			
220	220	3/8	3/8	3/4	2	1	1/8		1/8	1	2879			
220	220	1/2	1/2	3/4	2	1	1/8		1/8	1	2880			
220	220	5/8	5/8	3/4	2	1	1/8		1/8	1	2881			
220	220	0	0	3/4	3	1	1/8		1/8	1	2882			
220	220	1/8	1/8	3/4	3	1	1/8		1/8	1	2883			
220	220	1/4	1/4	3/4	3	1	1/8		1/8	1	2884			
220	220	3/8	3/8	3/4	3	1	1/8		1/8	1	2885			
220	220	1/2	1/2	3/4	3	1	1/8		1/8	1	2886			
220	220	5/8	5/8	3/4	3	1	1/8		1/8	1	2887			
221	221	0	0	3/4	1	1	1/4		1/4	1	2888			
221	221	1/4	1/4	3/4	1	1	1/8		1/8	1	2889			
221	221	0	0	3/4	2	1	1/4		1/4	1	2890			
221	221	1/4	1/4	3/4	2	1	1/8		1/8	1	2891			
221	221	0	0	3/4	3	1	3/8		1/4	3/2	2892			
221	221	1/2	1/2	3/4	3	1	1/8		1/8	1	2893		articStaccatoAbove	
221	221	5/8	5/8	3/4	3	1	1/8		1/8	1	2894			
222	222	0	0	3/4	3	1	1/8		1/8	1	2895			
222	222	1/8	1/8	3/4	3	1	1/8		1/8	1	2896			
222	222	1/4	1/4	3/4	3	1	1/8		1/8	1	2897			
222	222	3/8	3/8	3/4	3	1	1/8		1/8	1	2898			
222	222	1/2	1/2	3/4	3	1	1/8		1/8	1	2899			
222	222	5/8	5/8	3/4	3	1	1/8		1/8	1	2900			
223	223	1/2	1/2	3/4	1	1	0					p		
223	223	1/2	1/2	3/4	1	1	1/4		1/4	1	2901			
223	223	1/2	1/2	3/4	2	1	1/4		1/4	1	2902			
223	223	0	0	3/4	3	1	1/8		1/8	1	2903			
223	223	1/8	1/8	3/4	3	1	1/8		1/8	1	2904			
223	223	1/4	1/4	3/4	3	1	1/8		1/8	1	2905			
223	223	3/8	3/8	3/4	3	1	1/8		1/8	1	2906			
223	223	1/2	1/2	3/4	3	1	1/8		1/8	1	2907			
223	223	5/8	5/8	3/4	3	1	1/8		1/8	1	2908			
224	224	0	0	3/4	1	1	1/4		1/4	1	2909			
224	224	1/4	1/4	3/4	1	1	1/4		1/4	1	2910			
224	224	1/2	1/2	3/4	1	1	1/4		1/4	1	2911			
224	224	0	0	3/4	2	1	1/4		1/4	1	2912			
224	224	1/4	1/4	3/4	2	1	1/4		1/4	1	2913			
224	224	1/2	1/2	3/4	2	1	1/4		1/4	1	2914			
224	224	0	0	3/4	3	1	1/8		1/8	1	2915			
224	224	1/8	1/8	3/4	3	1	1/8		1/8	1	2916			
224	224	1/4	1/4	3/4	3	1	1/8		1/8	1	2917			
224	224	3/8	3/8	3/4	3	1	1/8		1/8	1	2918			
224	224	1/2	1/2	3/4	3	1	1/8		1/8	1	2919			
224	224	5/8	5/8	3/4	3	1	1/8		1/8	1	2920			
225	225	0	0	3/4	1	1	1/4		1/4	1	2921			
225	225	1/4	1/4	3/4	1	1	1/8		1/8	1	2922			
225	225	0	0	3/4	2	1	1/4		1/4	1	2923			
225	225	1/4	1/4	3/4	2	1	1/8		1/8	1	2924			
225	225	0	0	3/4	3	1	3/8		1/4	3/2	2925			
225	225	3/8	3/8	3/4	4	1	1/8		1/8	1	2926			
225	225	1/2	1/2	3/4	4	1	1/8		1/8	1	2927			
225	225	5/8	5/8	3/4	4	1	1/8		1/8	1	2928			
226	226	0	0	3/4	4	1	1/8		1/8	1	2929			
226	226	1/8	1/8	3/4	4	1	1/8		1/8	1	2930			
226	226	1/4	1/4	3/4	4	1	1/8		1/8	1	2931			
226	226	3/8	3/8	3/4	4	1	1/8		1/8	1	2932			
226	226	1/2	1/2	3/4	4	1	1/8		1/8	1	2933			
226	226	5/8	5/8	3/4	4	1	1/8		1/8	1	2934			
227	227	1/2	1/2	3/4	1	1	1/8		1/8	1	2935		articStaccatoAbove	
227	227	5/8	5/8	3/4	1	1	1/8		1/8	1	2936			
227	227	1/2	1/2	3/4	2	1	1/8		1/8	1	2937		articStaccatoAbove	
227	227	5/8	5/8	3/4	2	1	1/8		1/8	1	2938			
227	227	1/2	1/2	3/4	3	1	1/8		1/8	1	2939		articStaccatoAbove	
227	227	5/8	5/8	3/4	3	1	1/8		1/8	1	2940			
227	227	0	0	3/4	4	1	1/8		1/8	1	2941			
227	227	1/8	1/8	3/4	4	1	1/8		1/8	1	2942			
227	227	1/4	1/4	3/4	4	1	1/8		1/8	1	2943			
227	227	3/8	3/8	3/4	4	1	1/8		1/8	1	2944			
227	227	1/2	1/2	3/4	4	1	1/8		1/8	1	2945			
227	227	5/8	5/8	3/4	4	1	1/8		1/8	1	2946			
228	228	0	0	3/4	1	1	1/8		1/8	1	2947			
228	228	1/8	1/8	3/4	1	1	1/8		1/8	1	2948			
228	228	1/4	1/4	3/4	1	1	1/8		1/8	1	2949			
228	228	3/8	3/8	3/4	1	1	1/8		1/8	1	2950			
228	228	1/2	1/2	3/4	1	1	1/8		1/8	1	2951			
228	228	5/8	5/8	3/4	1	1	1/8		1/8	1	2952			
228	228	0	0	3/4	2	1	1/8		1/8	1	2953			
228	228	1/8	1/8	3/4	2	1	1/8		1/8	1	2954			
228	228	1/4	1/4	3/4	2	1	1/8		1/8	1	2955			
228	228	3/8	3/8	3/4	2	1	1/8		1/8	1	2956			
228	228	1/2	1/2	3/4	2	1	1/8		1/8	1	2957			
228	228	5/8	5/8	3/4	2	1	1/8		1/8	1	2958			
228	228	0	0	3/4	3	1	1/8		1/8	1	2959			
228	228	1/8	1/8	3/4	3	1	1/8		1/8	1	2960			
228	228	1/4	1/4	3/4	3	1	1/8		1/8	1	2961			
228	228	3/8	3/8	3/4	3	1	1/8		1/8	1	2962			
228	228	1/2	1/2	3/4	3	1	1/8		1/8	1	2963			
228	228	5/8	5/8	3/4	3	1	1/8		1/8	1	2964			
228	228	0	0	3/4	4	1	1/8		1/8	1	2965			
228	228	1/8	1/8	3/4	4	1	1/8		1/8	1	2966			
228	228	1/4	1/4	3/4	4	1	1/8		1/8	1	2967			
228	228	3/8	3/8	3/4	4	1	1/8		1/8	1	2968			
228	228	1/2	1/2	3/4	4	1	1/8		1/8	1	2969			
228	228	5/8	5/8	3/4	4	1	1/8		1/8	1	2970			
229	229	0	0	3/4	1	1	1/4		1/4	1	2971			
229	229	1/4	1/4	3/4	1	1	1/4		1/4	1	2972			
229	229	0	0	3/4	2	1	3/8		1/4	3/2	2973			
229	229	1/2	1/2	3/4	2	1	1/8		1/8	1	2974		articStaccatoAbove	
229	229	5/8	5/8	3/4	2	1	1/8		1/8	1	2975			
229	229	0	0	3/4	3	1	3/8		1/4	3/2	2976			
229	229	0	0	3/4	4	1	3/8		1/4	3/2	2977			
230	230	1/2	1/2	3/4	1	1	1/4		1/4	1	2978			
230	230	0	0	3/4	2	1	1/8		1/8	1	2979			
230	230	1/8	1/8	3/4	2	1	1/8		1/8	1	2980			
230	230	1/4	1/4	3/4	2	1	1/8		1/8	1	2981			
230	230	3/8	3/8	3/4	2	1	1/8		1/8	1	2982			
230	230	1/2	1/2	3/4	2	1	1/8		1/8	1	2983			
230	230	5/8	5/8	3/4	2	1	1/8		1/8	1	2984			
230	230	1/4	1/4	3/4	3	1	1/8		1/8	1	2985		articStaccatoAbove	
230	230	3/8	3/8	3/4	3	1	1/8		1/8	1	2986			
230	230	1/2	1/2	3/4	3	1	1/8		1/8	1	2987			
230	230	5/8	5/8	3/4	3	1	1/8		1/8	1	2988			
231	231	0	0	3/4	1	1	1/4		1/4	1	2989			
231	231	1/4	1/4	3/4	1	1	0							
231	231	1/4	1/4	3/4	1	1	1/4		1/4	1	2990			
231	231	1/2	1/2	3/4	1	1	1/4		1/4	1	2991			
231	231	0	0	3/4	2	1	1/8		1/8	1	2992			
231	231	1/8	1/8	3/4	2	1	0							
231	231	1/8	1/8	3/4	2	1	1/8		1/8	1	2993			
231	231	1/4	1/4	3/4	2	1	1/8		1/8	1	2994			
231	231	3/8	3/8	3/4	2	1	1/4		1/4	1	2995			
231	231	5/8	5/8	3/4	2	1	1/8		1/8	1	2996			
231	231	0	0	3/4	3	1	1/8		1/8	1	2997			
231	231	1/8	1/8	3/4	3	1	1/8		1/8	1	2998			
231	231	1/4	1/4	3/4	3	1	0							
231	231	1/4	1/4	3/4	3	1	1/8		1/8	1	2999			
231	231	3/8	3/8	3/4	3	1	1/8		1/8	1	3000			
231	231	1/2	1/2	3/4	3	1	1/8		1/8	1	3001			
231	231	5/8	5/8	3/4	3	1	1/8		1/8	1	3002			
232	232	0	0	3/4	1	1	0					sf		
232	232	0	0	3/4	1	1	1/2		1/2	1	3003			
232	232	1/2	1/2	3/4	1	1	3/16		1/8	3/2	3004			
232	232	11/16	11/16	3/4	1	1	1/16		1/16	1	3005			
232	232	0	0	3/4	2	1	0					sf		
232	232	0	0	3/4	2	1	1/2		1/2	1	3006			
232	232	1/2	1/2	3/4	2	1	3/16		1/8	3/2	3007			
232	232	11/16	11/16	3/4	2	1	1/16		1/16	1	3008			
232	232	0	0	3/4	3	1	0					sf		
232	232	0	0	3/4	3	1	1/8		1/8	1	3009			
232	232	1/8	1/8	3/4	3	1	1/8		1/8	1	3010			
232	232	1/4	1/4	3/4	3	1	1/8		1/8	1	3011			
232	232	3/8	3/8	3/4	3	1	1/8		1/8	1	3012			
